ddg.type	ddg.num	ddg.name	ddg.value	ddg.return.linked	ddg.auto.created	ddg.time	ddg.snum	ddg.lnum
Finish	1286	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	25.202	0	41
Start	1287	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	25.208	0	41
Binding	1288	...  <-  newX[, i]		FALSE	FALSE	25.215	0	41
Binding	1289	...  <-  ...		FALSE	FALSE	25.232	0	41
Operation	1290	FUN	FUN	FALSE	FALSE	25.243	0	41
Operation	1291	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	25.258	0	41
Operation	1292	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	25.274	0	41
Finish	1293	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	25.294	0	41
Start	1294	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	25.3	0	41
Binding	1295	...  <-  newX[, i]		FALSE	FALSE	25.307	0	41
Binding	1296	...  <-  ...		FALSE	FALSE	25.324	0	41
Operation	1297	FUN	FUN	FALSE	FALSE	25.335	0	41
Operation	1298	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	25.347	0	41
Operation	1299	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	25.367	0	41
Finish	1300	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	25.383	0	41
Start	1301	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	25.394	0	41
Binding	1302	...  <-  newX[, i]		FALSE	FALSE	25.404	0	41
Binding	1303	...  <-  ...		FALSE	FALSE	25.423	0	41
Operation	1304	FUN	FUN	FALSE	FALSE	25.434	0	41
Operation	1305	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	25.445	0	41
Operation	1306	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	25.466	0	41
Finish	1307	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	25.485	0	41
Start	1308	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	25.491	0	41
Binding	1309	...  <-  newX[, i]		FALSE	FALSE	25.497	0	41
Binding	1310	...  <-  ...		FALSE	FALSE	25.515	0	41
Operation	1311	FUN	FUN	FALSE	FALSE	25.526	0	41
Operation	1312	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	25.539	0	41
Operation	1313	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	25.561	0	41
Finish	1314	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	25.581	0	41
Start	1315	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	25.588	0	41
Binding	1316	...  <-  newX[, i]		FALSE	FALSE	25.597	0	41
Binding	1317	...  <-  ...		FALSE	FALSE	25.615	0	41
Operation	1318	FUN	FUN	FALSE	FALSE	25.629	0	41
Operation	1319	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	25.642	0	41
Operation	1320	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	25.668	0	41
Finish	1321	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	25.69	0	41
Start	1322	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	25.704	0	41
Binding	1323	...  <-  newX[, i]		FALSE	FALSE	25.893	0	41
Binding	1324	...  <-  ...		FALSE	FALSE	25.912	0	41
Operation	1325	FUN	FUN	FALSE	FALSE	25.924	0	41
Operation	1326	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	25.938	0	41
Operation	1327	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	25.96	0	41
Finish	1328	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	25.981	0	41
Start	1329	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	25.987	0	41
Binding	1330	...  <-  newX[, i]		FALSE	FALSE	25.994	0	41
Binding	1331	...  <-  ...		FALSE	FALSE	26.012	0	41
Operation	1332	FUN	FUN	FALSE	FALSE	26.024	0	41
Operation	1333	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	26.037	0	41
Operation	1334	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	26.06	0	41
Finish	1335	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	26.079	0	41
Start	1336	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	26.087	0	41
Binding	1337	...  <-  newX[, i]		FALSE	FALSE	26.095	0	41
Binding	1338	...  <-  ...		FALSE	FALSE	26.117	0	41
Operation	1339	FUN	FUN	FALSE	FALSE	26.13	0	41
Operation	1340	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	26.146	0	41
Operation	1341	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	26.166	0	41
Finish	1342	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	26.186	0	41
Start	1343	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	26.194	0	41
Binding	1344	...  <-  newX[, i]		FALSE	FALSE	26.203	0	41
Binding	1345	...  <-  ...		FALSE	FALSE	26.227	0	41
Operation	1346	FUN	FUN	FALSE	FALSE	26.242	0	41
Operation	1347	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	26.256	0	41
Operation	1348	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	26.278	0	41
Finish	1349	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	26.3	0	41
Start	1350	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	26.306	0	41
Binding	1351	...  <-  newX[, i]		FALSE	FALSE	26.312	0	41
Binding	1352	...  <-  ...		FALSE	FALSE	26.332	0	41
Operation	1353	FUN	FUN	FALSE	FALSE	26.344	0	41
Operation	1354	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	26.358	0	41
Operation	1355	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	26.376	0	41
Finish	1356	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	26.397	0	41
Start	1357	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	26.403	0	41
Binding	1358	...  <-  newX[, i]		FALSE	FALSE	26.41	0	41
Binding	1359	...  <-  ...		FALSE	FALSE	26.431	0	41
Operation	1360	FUN	FUN	FALSE	FALSE	26.444	0	41
Operation	1361	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	26.459	0	41
Operation	1362	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	26.479	0	41
Finish	1363	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	26.499	0	41
Start	1364	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	26.506	0	41
Binding	1365	...  <-  newX[, i]		FALSE	FALSE	26.512	0	41
Binding	1366	...  <-  ...		FALSE	FALSE	26.535	0	41
Operation	1367	FUN	FUN	FALSE	FALSE	26.548	0	41
Operation	1368	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	26.56	0	41
Operation	1369	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	26.773	0	41
Finish	1370	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	26.792	0	41
Start	1371	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	26.798	0	41
Binding	1372	...  <-  newX[, i]		FALSE	FALSE	26.805	0	41
Binding	1373	...  <-  ...		FALSE	FALSE	26.83	0	41
Operation	1374	FUN	FUN	FALSE	FALSE	26.842	0	41
Operation	1375	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	26.859	0	41
Operation	1376	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	26.879	0	41
Finish	1377	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	26.899	0	41
Start	1378	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	26.905	0	41
Binding	1379	...  <-  newX[, i]		FALSE	FALSE	26.913	0	41
Binding	1380	...  <-  ...		FALSE	FALSE	26.932	0	41
Operation	1381	FUN	FUN	FALSE	FALSE	26.946	0	41
Operation	1382	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	26.958	0	41
Operation	1383	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	26.976	0	41
Finish	1384	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	26.995	0	41
Start	1385	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	27.003	0	41
Binding	1386	...  <-  newX[, i]		FALSE	FALSE	27.011	0	41
Binding	1387	...  <-  ...		FALSE	FALSE	27.033	0	41
Operation	1388	FUN	FUN	FALSE	FALSE	27.046	0	41
Operation	1389	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	27.06	0	41
Operation	1390	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	27.078	0	41
Finish	1391	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	27.103	0	41
Start	1392	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	27.111	0	41
Binding	1393	...  <-  newX[, i]		FALSE	FALSE	27.118	0	41
Binding	1394	...  <-  ...		FALSE	FALSE	27.14	0	41
Operation	1395	FUN	FUN	FALSE	FALSE	27.155	0	41
Operation	1396	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	27.168	0	41
Operation	1397	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	27.185	0	41
Finish	1398	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	27.204	0	41
Start	1399	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	27.211	0	41
Binding	1400	...  <-  newX[, i]		FALSE	FALSE	27.218	0	41
Binding	1401	...  <-  ...		FALSE	FALSE	27.237	0	41
Operation	1402	FUN	FUN	FALSE	FALSE	27.254	0	41
Operation	1403	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	27.268	0	41
Operation	1404	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	27.294	0	41
Finish	1405	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	27.318	0	41
Start	1406	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	27.325	0	41
Binding	1407	...  <-  newX[, i]		FALSE	FALSE	27.331	0	41
Binding	1408	...  <-  ...		FALSE	FALSE	27.353	0	41
Operation	1409	FUN	FUN	FALSE	FALSE	27.368	0	41
Operation	1410	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	27.381	0	41
Operation	1411	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	27.408	0	41
Finish	1412	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	27.431	0	41
Start	1413	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	27.44	0	41
Binding	1414	...  <-  newX[, i]		FALSE	FALSE	27.455	0	41
Binding	1415	...  <-  ...		FALSE	FALSE	27.664	0	41
Operation	1416	FUN	FUN	FALSE	FALSE	27.679	0	41
Operation	1417	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	27.693	0	41
Operation	1418	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	27.715	0	41
Finish	1419	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	27.74	0	41
Start	1420	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	27.746	0	41
Binding	1421	...  <-  newX[, i]		FALSE	FALSE	27.754	0	41
Binding	1422	...  <-  ...		FALSE	FALSE	27.773	0	41
Operation	1423	FUN	FUN	FALSE	FALSE	27.786	0	41
Operation	1424	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	27.799	0	41
Operation	1425	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	27.824	0	41
Finish	1426	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	27.85	0	41
Start	1427	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	27.857	0	41
Binding	1428	...  <-  newX[, i]		FALSE	FALSE	27.864	0	41
Binding	1429	...  <-  ...		FALSE	FALSE	27.885	0	41
Operation	1430	FUN	FUN	FALSE	FALSE	27.899	0	41
Operation	1431	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	27.916	0	41
Operation	1432	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	27.942	0	41
Finish	1433	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	27.969	0	41
Start	1434	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	27.976	0	41
Binding	1435	...  <-  newX[, i]		FALSE	FALSE	27.984	0	41
Binding	1436	...  <-  ...		FALSE	FALSE	28.004	0	41
Operation	1437	FUN	FUN	FALSE	FALSE	28.018	0	41
Operation	1438	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	28.034	0	41
Operation	1439	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	28.057	0	41
Finish	1440	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	28.08	0	41
Start	1441	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	28.087	0	41
Binding	1442	...  <-  newX[, i]		FALSE	FALSE	28.095	0	41
Binding	1443	...  <-  ...		FALSE	FALSE	28.118	0	41
Operation	1444	FUN	FUN	FALSE	FALSE	28.131	0	41
Operation	1445	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	28.145	0	41
Operation	1446	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	28.169	0	41
Finish	1447	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	28.191	0	41
Start	1448	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	28.2	0	41
Binding	1449	...  <-  newX[, i]		FALSE	FALSE	28.206	0	41
Binding	1450	...  <-  ...		FALSE	FALSE	28.23	0	41
Operation	1451	FUN	FUN	FALSE	FALSE	28.244	0	41
Operation	1452	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	28.26	0	41
Operation	1453	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	28.284	0	41
Finish	1454	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	28.311	0	41
Start	1455	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	28.319	0	41
Binding	1456	...  <-  newX[, i]		FALSE	FALSE	28.326	0	41
Binding	1457	...  <-  ...		FALSE	FALSE	28.348	0	41
Operation	1458	FUN	FUN	FALSE	FALSE	28.561	0	41
Operation	1459	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	28.575	0	41
Operation	1460	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	28.598	0	41
Finish	1461	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	28.622	0	41
Start	1462	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	28.63	0	41
Binding	1463	...  <-  newX[, i]		FALSE	FALSE	28.639	0	41
Binding	1464	...  <-  ...		FALSE	FALSE	28.66	0	41
Operation	1465	FUN	FUN	FALSE	FALSE	28.673	0	41
Operation	1466	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	28.687	0	41
Operation	1467	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	28.706	0	41
Finish	1468	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	28.73	0	41
Start	1469	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	28.738	0	41
Binding	1470	...  <-  newX[, i]		FALSE	FALSE	28.744	0	41
Binding	1471	...  <-  ...		FALSE	FALSE	28.766	0	41
Operation	1472	FUN	FUN	FALSE	FALSE	28.783	0	41
Operation	1473	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	28.798	0	41
Operation	1474	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	28.821	0	41
Finish	1475	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	28.844	0	41
Start	1476	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	28.852	0	41
Binding	1477	...  <-  newX[, i]		FALSE	FALSE	28.86	0	41
Binding	1478	...  <-  ...		FALSE	FALSE	28.887	0	41
Operation	1479	FUN	FUN	FALSE	FALSE	28.904	0	41
Operation	1480	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	28.917	0	41
Operation	1481	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	28.937	0	41
Finish	1482	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	28.96	0	41
Start	1483	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	28.969	0	41
Binding	1484	...  <-  newX[, i]		FALSE	FALSE	28.975	0	41
Binding	1485	...  <-  ...		FALSE	FALSE	28.996	0	41
Operation	1486	FUN	FUN	FALSE	FALSE	29.011	0	41
Operation	1487	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	29.026	0	41
Operation	1488	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	29.047	0	41
Finish	1489	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	29.07	0	41
Start	1490	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	29.077	0	41
Binding	1491	...  <-  newX[, i]		FALSE	FALSE	29.084	0	41
Binding	1492	...  <-  ...		FALSE	FALSE	29.109	0	41
Operation	1493	FUN	FUN	FALSE	FALSE	29.124	0	41
Operation	1494	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	29.138	0	41
Operation	1495	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	29.158	0	41
Finish	1496	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	29.179	0	41
Start	1497	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	29.193	0	41
Binding	1498	...  <-  newX[, i]		FALSE	FALSE	29.201	0	41
Binding	1499	...  <-  ...		FALSE	FALSE	29.223	0	41
Operation	1500	FUN	FUN	FALSE	FALSE	29.436	0	41
Operation	1501	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	29.451	0	41
Operation	1502	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	29.476	0	41
Finish	1503	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	29.498	0	41
Start	1504	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	29.506	0	41
Binding	1505	...  <-  newX[, i]		FALSE	FALSE	29.514	0	41
Binding	1506	...  <-  ...		FALSE	FALSE	29.535	0	41
Operation	1507	FUN	FUN	FALSE	FALSE	29.553	0	41
Operation	1508	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	29.567	0	41
Operation	1509	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	29.593	0	41
Finish	1510	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	29.619	0	41
Start	1511	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	29.626	0	41
Binding	1512	...  <-  newX[, i]		FALSE	FALSE	29.636	0	41
Binding	1513	...  <-  ...		FALSE	FALSE	29.657	0	41
Operation	1514	FUN	FUN	FALSE	FALSE	29.672	0	41
Operation	1515	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	29.685	0	41
Operation	1516	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	29.714	0	41
Finish	1517	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	29.74	0	41
Start	1518	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	29.748	0	41
Binding	1519	...  <-  newX[, i]		FALSE	FALSE	29.756	0	41
Binding	1520	...  <-  ...		FALSE	FALSE	29.779	0	41
Operation	1521	FUN	FUN	FALSE	FALSE	29.793	0	41
Operation	1522	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	29.806	0	41
Operation	1523	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	29.829	0	41
Finish	1524	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	29.856	0	41
Start	1525	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	29.863	0	41
Binding	1526	...  <-  newX[, i]		FALSE	FALSE	29.871	0	41
Binding	1527	...  <-  ...		FALSE	FALSE	29.891	0	41
Operation	1528	FUN	FUN	FALSE	FALSE	29.905	0	41
Operation	1529	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	29.921	0	41
Operation	1530	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	29.945	0	41
Finish	1531	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	29.969	0	41
Start	1532	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	29.977	0	41
Binding	1533	...  <-  newX[, i]		FALSE	FALSE	29.985	0	41
Binding	1534	...  <-  ...		FALSE	FALSE	30.007	0	41
Operation	1535	FUN	FUN	FALSE	FALSE	30.028	0	41
Operation	1536	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	30.048	0	41
Operation	1537	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	30.077	0	41
Finish	1538	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	30.104	0	41
Start	1539	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	30.113	0	41
Binding	1540	...  <-  newX[, i]		FALSE	FALSE	30.121	0	41
Binding	1541	...  <-  ...		FALSE	FALSE	30.146	0	41
Operation	1542	FUN	FUN	FALSE	FALSE	30.358	0	41
Operation	1543	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	30.373	0	41
Operation	1544	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	30.397	0	41
Finish	1545	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	30.421	0	41
Start	1546	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	30.429	0	41
Binding	1547	...  <-  newX[, i]		FALSE	FALSE	30.436	0	41
Binding	1548	...  <-  ...		FALSE	FALSE	30.458	0	41
Operation	1549	FUN	FUN	FALSE	FALSE	30.474	0	41
Operation	1550	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	30.491	0	41
Operation	1551	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	30.514	0	41
Finish	1552	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	30.536	0	41
Start	1553	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	30.544	0	41
Binding	1554	...  <-  newX[, i]		FALSE	FALSE	30.553	0	41
Binding	1555	...  <-  ...		FALSE	FALSE	30.574	0	41
Operation	1556	FUN	FUN	FALSE	FALSE	30.589	0	41
Operation	1557	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	30.602	0	41
Operation	1558	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	30.629	0	41
Finish	1559	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	30.652	0	41
Start	1560	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	30.66	0	41
Binding	1561	...  <-  newX[, i]		FALSE	FALSE	30.67	0	41
Binding	1562	...  <-  ...		FALSE	FALSE	30.697	0	41
Operation	1563	FUN	FUN	FALSE	FALSE	30.71	0	41
Operation	1564	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	30.725	0	41
Operation	1565	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	30.745	0	41
Finish	1566	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	30.766	0	41
Start	1567	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	30.773	0	41
Binding	1568	...  <-  newX[, i]		FALSE	FALSE	30.782	0	41
Binding	1569	...  <-  ...		FALSE	FALSE	30.806	0	41
Operation	1570	FUN	FUN	FALSE	FALSE	30.823	0	41
Operation	1571	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	30.836	0	41
Operation	1572	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	30.859	0	41
Finish	1573	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	30.883	0	41
Start	1574	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	30.893	0	41
Binding	1575	...  <-  newX[, i]		FALSE	FALSE	30.901	0	41
Binding	1576	...  <-  ...		FALSE	FALSE	30.921	0	41
Operation	1577	FUN	FUN	FALSE	FALSE	30.938	0	41
Operation	1578	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	30.955	0	41
Operation	1579	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	30.98	0	41
Finish	1580	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	31.002	0	41
Start	1581	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	31.013	0	41
Binding	1582	...  <-  newX[, i]		FALSE	FALSE	31.208	0	41
Binding	1583	...  <-  ...		FALSE	FALSE	31.23	0	41
Operation	1584	FUN	FUN	FALSE	FALSE	31.245	0	41
Operation	1585	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	31.258	0	41
Operation	1586	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	31.277	0	41
Finish	1587	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	31.302	0	41
Start	1588	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	31.309	0	41
Binding	1589	...  <-  newX[, i]		FALSE	FALSE	31.319	0	41
Binding	1590	...  <-  ...		FALSE	FALSE	31.34	0	41
Operation	1591	FUN	FUN	FALSE	FALSE	31.356	0	41
Operation	1592	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	31.372	0	41
Operation	1593	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	31.392	0	41
Finish	1594	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	31.412	0	41
Start	1595	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	31.419	0	41
Binding	1596	...  <-  newX[, i]		FALSE	FALSE	31.427	0	41
Binding	1597	...  <-  ...		FALSE	FALSE	31.45	0	41
Operation	1598	FUN	FUN	FALSE	FALSE	31.467	0	41
Operation	1599	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	31.485	0	41
Operation	1600	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	31.503	0	41
Finish	1601	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	31.525	0	41
Start	1602	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	31.535	0	41
Binding	1603	...  <-  newX[, i]		FALSE	FALSE	31.544	0	41
Binding	1604	...  <-  ...		FALSE	FALSE	31.57	0	41
Operation	1605	FUN	FUN	FALSE	FALSE	31.585	0	41
Operation	1606	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	31.601	0	41
Operation	1607	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	31.626	0	41
